,,,,,,,,,,,,,,,,,,,,,,,,,,
数据导出日期为2023-02-02，点击企业名称可查看最新数据。更多企业信息请访问：aiqicha.baidu.com ,,,,,,,,,,,,,,,,,,,,,,,,,,
企业名称,经营状态,法定代表人,注册资本,实缴资本,成立日期,核准日期,营业期限,所属省份,所属城市,所属区县,电话,更多电话,邮箱,更多邮箱,统一社会信用代码,纳税人识别号,工商注册号,组织机构代码,参保人数,企业类型,所属行业,曾用名,注册地址,最新年报地址,网址,经营范围
深圳韵石装修工程有限公司,开业,唐艳强,"1,000万(元)",-,2021-09-23,2023-01-05,2021-09-23 至 9999-12-31,广东省,深圳市,坪山区,15913282233,-,15913282233@163.com,-,91441900MA576PGK9W,91441900MA576PGK9W,441900009171018,MA576PGK-9,0人,有限责任公司,土木工程建筑业,-,深圳市坪山区马峦街道坪环社区坪环村三巷2-2,中山市东区银通街2号利和公寓3座2309房之六,-,一般经营项目是：工程管理服务；园林绿化工程施工；建筑物清洁服务；建筑材料销售；建筑装饰材料销售。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动），许可经营项目是：建设工程设计；建设工程监理；建设工程质量检测；公路管理与养护；输电、供电、受电电力设施的安装、维修和试验；建设工程施工；施工专业作业；建筑智能化系统设计；文物保护工程施工。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）
深圳美匠兴装修有限公司,开业,刘腾江,80万(元),-,2021-07-06,2021-07-06,-,广东省,深圳市,罗湖区,13631575723,-,237381658@qq.com,-,91440300MA5GW33J8L,91440300MA5GW33J8L,440300214258577,MA5GW33J-8,0人,有限责任公司,建筑装饰、装修和其他建筑业,-,-,深圳市罗湖区南湖街道罗湖社区沿河南路1021号双城世纪A座2209,-,一般经营项目是：工程管理服务；建筑装饰材料销售；土石方工程施工；园林绿化工程施工；家具安装和维修服务；五金产品研发；住宅水电安装维护服务；家用电器安装服务；建筑材料销售；地板销售；国内贸易代理。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动），许可经营项目是：家具制造；制冷、空调设备制造；建筑用木料及木材组件加工；建设工程设计；各类工程建设活动；住宅室内装饰装修；电气安装服务；货物进出口；技术进出口。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）
深圳市新源装修工程有限公司,开业,桂振信,200万(元),-,2021-09-08,2021-09-08,-,广东省,深圳市,深圳市,15220171577,-,718802717@qq.com,-,91440300MA5H00124G,91440300MA5H00124G,440300214801023,MA5H0012-4,0人,有限责任公司(自然人独资),其他服务业,-,深圳市罗湖区黄贝街道怡景社区黄贝路1008号景贝南小区14栋101之一,深圳市罗湖区黄贝街道怡景社区黄贝路1008号景贝南小区14栋101之一,-,"一般经营项目是:专业设计服务;金属门窗工程施工;家用电器安装服务;家具安装和维修服务;专业保洁、清洗、消毒服务;家政服务;建筑物清洁服务。(除依法须经批准的项目外,凭营业执照依法自主开展经营活动),许可经营项目是:住宅室内装饰装修;建设工程施工;施工专业作业。(依法须经批准的项目,经相关部门批准后方可开展经营活动,具体经营项目以相关部门批准文件或许可证件为准)"
深圳市伥安装修设计有限公司,开业,钟伟兴,100万(元),1万(元),2020-08-17,2020-08-17,-,广东省,深圳市,坪山区,15013657976,-,35131829@qq.com,15013657976@qq.com,91440300MA5GBMH686,91440300MA5GBMH686,440300211179338,MA5GBMH6-8,0人,有限责任公司,建筑装饰、装修和其他建筑业,-,深圳市坪山区坪山街道六和社区行政一路4号招商花园城14栋15栋15-S1523,深圳市坪山区坪山街道六和社区行政一路4号招商花园城14栋15栋15-S1523,-,一般经营项目是：广告设计、建筑设计、园林设计、规划设计、景观设计、产品设计、环境艺术设计；装修装饰材料的批发及零售。，许可经营项目是：包装服务、建筑安装工程、建筑工程、室内外装潢及设计；
深圳市火柴人装修设计工程有限公司,开业,许金曼,"1,088万(元)",-,2020-03-30,2020-12-23,-,广东省,深圳市,宝安区,13632810478,-,370815358@qq.com,13632810478@163.com,91440300MA5G45L69G,91440300MA5G45L69G,440300209764283,MA5G45L6-9,0人,有限责任公司(自然人独资),机动车、电子产品和日用产品修理业,-,深圳市宝安区松岗街道东方社区立业路8号兆丰祥大厦515,深圳市宝安区松岗街道东方社区立业路8号兆丰祥大厦515,-,一般经营项目是：木质装饰材料零售；建筑工程；园林绿化工程；土木工程技术咨询服务；农业园艺服务；花盆栽培植物零售；建材、装饰材料批发；室内装饰设计服务；室内装饰、装修；国内贸易；林业产品批发；风景园林工程设计服务；园艺作物种植；建筑材料设计、咨询服务；土木建筑工程研究服务；风景园林工程的技术研究、开发；红木家具零售；整屋定制；建筑工程后期装饰、装修和清理；房屋建筑工程施工；景观和绿地设施工程施工；景观和绿地设施工程设计服务；物业管理。，许可经营项目是：装饰工程设计及施工；无尘净化车间设计及相关工程施工；防尘工程、防腐工程、防静电、地坪工程、高低压配电工程设计及施工；冷气、空调管道工程设计及施工。涂料批发零售。
深圳市青云建筑装饰装修工程有限公司,开业,陈梦珍,"1,000万(元)",-,2020-06-03,2020-11-04,-,广东省,深圳市,罗湖区,13731047708,-,13731047708@qq.com,13731047708@139.com,91440300MA5G7P074R,91440300MA5G7P074R,440300210373921,MA5G7P07-4,0人,有限责任公司,批发业,-,深圳市罗湖区黄贝街道黄贝岭社区深南东路1038号黄贝岭经泽大厦5B12,深圳市罗湖区黄贝街道黄贝岭社区深南东路1038号黄贝岭经泽大厦5B12,-,一般经营项目是：室内外装饰工程，道路工程，桥梁工程，土石方工程，建筑工程，钢结构工程，园林绿化工程，园林景观工程，水电安装工程，市政工程，幕墙工程、门窗安装工程；清洁服务；建筑材料，装饰材料，五金产品，电线电缆，空调设备，日用百货，防水材料，花卉，苗木的购销。（企业经营涉及前置性行政许可的，须取得前置性行政许可文件后方可经营），许可经营项目是：无
深圳市乐鑫隆装修装饰工程有限公司,开业,罗宽淼,50万(元),-,2020-11-25,2020-11-25,-,广东省,深圳市,福田区,13510908950,-,867578803@qq.com,-,91440300MA5GGNXP5G,91440300MA5GGNXP5G,440300212093415,MA5GGNXP-5,-,有限责任公司,建筑装饰、装修和其他建筑业,-,深圳市福田区沙头街道天安社区泰然五路6号天安数码城天经大厦四层F3.84C07L,深圳市福田区沙头街道天安社区泰然五路6号天安数码城天经大厦四层F3.84C07L,-,一般经营项目是：市政工程、装修装饰工程；机电安装工程；建筑外墙工程；建筑智能化工程；工业设计；室内设计；图文设计；建筑、办公用智能化工程设计；展览展示服务；装饰材料的研发与销售；建材、机电设备的销售；文化活动策划、展览展示策划、会务策划；商务信息咨询；建筑工程技术咨询；保洁服务；服装、化妆品的销售；建筑和装饰装修材料、建筑声学光学材料、环保节能材料批发、销售；水溶性涂料、油墨、颜料、染料、橡胶制品、塑料制品的销售；机械设备、五金产品、电子产品、农业机械、汽车零配件、电力照明设备、电动机的销售。国内贸易；经营进出口业务；从事广告业务。（以上各项法律、行政法规规定禁止的项目除外，法律、行政法规规定限制的项目须取得许可证后方可经营），许可经营项目是：无
深圳市思捷装修设计工程有限公司,开业,黎汉春,660万(元),-,2020-10-12,2021-05-24,-,广东省,深圳市,龙岗区,15118102312,-,112267292@qq.com,-,91440300MA5GE31367,91440300MA5GE31367,440300211607873,MA5GE313-6,0人,有限责任公司,建筑装饰、装修和其他建筑业,-,深圳市龙岗区龙岗街道南联社区龙城大道31号金地凯旋广场3栋C座801,深圳市龙岗区龙岗街道南联社区龙城大道31号金地凯旋广场3栋C座801,-,一般经营项目是：装潢设计；从事平面设计；室内设计；中央空调设备维护及保养；机电设备、机电工程、建筑工程、加固工程、监控系统工程的施工；计算机系统工程的研发、设计、安装、施工及相关设备的销售；空调设备的销售；室内外装潢装修工程、消防工程、建筑幕墙工程、钢结构工程、园林绿化工程、节能环保工程的设计、施工；文化用品、工艺美术品（象牙及其制品除外）、电子产品、花卉苗木、消防设备、建筑材料、装饰装修材料、家电的销售；二类医疗器械的销售（需取得二类医疗器械经营备案后方可经营）。，许可经营项目是：
深圳市长和装饰装修工程有限公司,开业,李伟钢,500万(元),-,2020-11-06,2020-11-06,-,广东省,深圳市,深圳市,18898586015,-,353081407@qq.com,-,91440300MA5GFNA257,91440300MA5GFNA257,440300211909600,MA5GFNA2-5,-,有限责任公司,批发业,-,深圳市前海深港合作区前湾一路1号A栋201室(入驻深圳市前海商务秘书有限公司),深圳市前海深港合作区前湾一路1号A栋201室(入驻深圳市前海商务秘书有限公司),-,一般经营项目是：成品油批发（不含危险化学品）；承接总公司工程建设业务；园林绿化工程施工；工程管理服务；成品油仓储（不含危险化学品）；白蚁防治服务；建筑工程机械与设备租赁；石油制品销售（不含危险化学品）；润滑油销售；建筑工程用机械销售。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动），许可经营项目是：成品油仓储（限危险化学品）；危险化学品经营；道路货物运输（含危险货物）；危险化学品仓储；原油批发；建设工程监理；建设工程设计；各类工程建设活动；建筑劳务分包；住宅室内装饰装修；成品油零售（不含危险化学品）；成品油零售（限危险化学品）。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）
深圳市鸿泰明装修设计有限公司,开业,黄全明,500万(元),-,2020-06-08,2020-06-08,-,广东省,深圳市,宝安区,18926435181,-,18926435181@163.com,-,91440300MA5G803P89,91440300MA5G803P89,440300210422426,MA5G803P-8,0人,有限责任公司(自然人独资),建筑装饰、装修和其他建筑业,-,深圳市宝安区福海街道和平社区桥和路1号桥和路1号1-12,深圳市宝安区福海街道和平社区桥和路1号桥和路1号1-12,-,一般经营项目是：室内外装饰装修工程，厂房、商铺装修装饰、水电气安装、流水线制作；无尘车间设计与施工、套房装修、天花吊顶、彩钢板隔墙设计与施工、玻璃隔墙设计与施工、轻质砖隔墙设计与施工；地坪漆、油漆销售；家庭装修装饰。销售彩钢板、水泥、沙子、腻子粉、石膏板、天花板、隔山天花、扣板天花、建材、五金、装饰材料、防火门及出租脚手架； 国内贸易。，许可经营项目是：无
深圳市飞腾装修工程有限公司,开业,陈运恒,300万(元),-,2021-04-16,2021-04-16,-,广东省,深圳市,罗湖区,13316409569,-,544280101@qq.com,-,91440300MA5GPWL321,91440300MA5GPWL321,440300213478055,MA5GPWL3-2,-,有限责任公司,建筑装饰、装修和其他建筑业,-,深圳市罗湖区南湖街道嘉北社区嘉宾路2018号深华商业大厦702-B11,深圳市罗湖区南湖街道嘉北社区嘉宾路2018号深华商业大厦702-B11,-,一般经营项目是：土石方工程、建筑工程、城市及道路照明工程、室内外装饰装修工程、园林绿化工程、隧道、桥梁工程钢结构工程、通信工程、水电安装工程、水暖安装工程、幕墙工程、古建筑工程、高速公路工程、市政工程的设计及施工；建筑装饰材料、玻璃钢制品、环保产品的设计及购销；建筑劳务分包；信息咨询（不含人才中介服务、证券、期货、保险、金融业务及其它限制项目）；国内贸易（法律、行政法规、国务院决定规定在登记前须经批准的项目除外）。（企业经营涉及行政许可的，须取得行政许可文件后方可经营），许可经营项目是：普通货物运输。
深圳市永泰装修材料有限公司,开业,彭志擎,500万(元),-,2021-01-06,2021-08-09,-,广东省,深圳市,龙岗区,13714376454,-,438241449@qq.com,-,91440300MA5GK9BG5C,91440300MA5GK9BG5C,440300212590825,MA5GK9BG-5,-,有限责任公司(自然人独资),建筑装饰、装修和其他建筑业,-,深圳市龙岗区宝龙街道龙东社区德新街16号101,深圳市龙岗区宝龙街道龙东社区德新街16号101,-,一般经营项目是：室内外设计以及工程施工；信息咨询（不含限制项目）；建筑材料及周边产品的研发与购销；建筑装饰材料、五金制品、木材制品、水性涂料（不含危险化学品）、电子产品、仪器仪表、办公用机械、照明器材、五金交电产品及其材料、家用电器的销售；国内贸易；经营进出口业务。（以上法律、行政法规、国务院决定规定在登记前须经批准的项目除外，限制的项目须取得许可后方可经营），，许可经营项目是：
